user_id,degree,pagerank,betweeness,closeness
KPR0497,0.001437962202136401,0.00043544618732663075,0.0033913845170967846,0.20572250133171596
CSP0197,0.0006162695152013147,0.00021071842728167482,0.0005887878298176296,0.20514125442865525
KDS0349,0.0007189811010682005,0.00025229854476626164,0.0006248237511486434,0.16304620880638743
DBS0235,0.0005135579293344288,0.00018768571374740275,0.0002983258786827184,0.14252918388359062
HCV0478,0.0008216926869350862,0.00024801894623910554,0.0007520797970283622,0.17577698210853984
WIQ0567,0.004416598192276088,0.0013152573602572912,0.01764504687624021,0.21557228759987462
ILH0958,0.002208299096138044,0.0009559849267081939,0.006953882219911577,0.20359221522671667
JRH0455,0.00010271158586688578,5.065994241595583e-05,5.058805402906887e-05,0.13791603012198472
CCA0046,0.002824568611339359,0.001038678894162722,0.007867220520677952,0.18016973233307942
ZJE0857,0.001386606409202958,0.0003809518272169855,0.00187792004433892,0.18965244734095368
CRO0027,0.0005135579293344288,0.00019050518394256294,0.005267030148913129,0.16463272866104567
HIA0414,0.0005135579293344288,0.00019919648341021405,0.0003826401047573131,0.1510289465304087
LOF0311,0.0010271158586688577,0.0002951709101358739,0.0008397155040386303,0.1819400928532273
OMS0101,0.0008730484798685291,0.0002531380369622123,0.0004613692793577262,0.19194214914376076
GCC0945,0.00020542317173377156,9.592474327940269e-05,0.00015176416208720662,0.12059502129724817
EGD0409,0.000462202136400986,0.00015905536859350434,0.0003188991393189267,0.15898407427548233
QNP0216,0.0010271158586688577,0.00029211856642365105,0.0017395287390793404,0.1842780422263025
NNS0059,0.0005135579293344288,0.00017518964057692548,0.0003360046166110145,0.16323092937645867
PNH0761,0.004108463434675431,0.001825442975802185,0.023396064430913317,0.1654836430451592
KMB0922,0.0017460969597370582,0.0007163064570943408,0.0036118966452962148,0.20531025473845452
CJK0200,0.0008730484798685291,0.0002777877456401283,0.0005874944649101084,0.18976172898988194
EHD0584,0.00010271158586688578,7.469865096011903e-05,0.0,0.00010271158586688578
WDD0366,0.0009757600657354149,0.0002775567962896623,0.000792982249997043,0.1804023754182523
ILR0304,5.135579293344289e-05,5.135315565141478e-05,0.0,5.135579293344289e-05
CCH0685,0.0005135579293344288,0.00018228948486839885,0.00029805335264617485,0.1612555732250398
SEJ0677,0.0005135579293344288,0.00020187219273773758,0.0004218200533162435,0.16438619119756903
VMJ0147,0.0007189811010682005,0.00026471315053849066,0.0006189150854976642,0.16861251320577533
RIH0777,0.00020542317173377156,0.0001213896415775275,0.0,0.00020542317173377156
MCS0035,0.001437962202136401,0.0004558099633210901,0.0011570785080474075,0.18857808305007082
CAB0388,0.0005135579293344288,0.00018597094366347205,0.00529763514137238,0.16814516572800334
VAA0087,0.0008216926869350862,0.000248546480613051,0.0015265554521665234,0.18691525497270234
UIR0043,0.001848808545603944,0.0005433108593966334,0.0026977787062250056,0.20310341991697975
MVH0373,0.0011298274445357436,0.00036330369925285987,0.009137354524348102,0.17518255993352214
BBS0422,0.0011298274445357436,0.00037391334009092794,0.0034369505198080597,0.1991468455470188
KCF0045,0.001848808545603944,0.0005157031493414038,0.008212002258243908,0.20583271350471194
KKC0683,0.000462202136400986,0.00016710554175653532,0.00022596706702154902,0.16001035644337927
IKP0472,0.00231101068200493,0.0007791795587429382,0.007262083023267581,0.21392190643531042
BSS0369,0.009141331142152834,0.0030308337512737157,0.04525271390181657,0.2373700800829119
HAV0121,0.000462202136400986,0.00020003503166822424,0.0052571060081013365,0.1276183049628859
ACC0042,0.0015406737880032868,0.00047237100403719654,0.011650840149085791,0.19640244977988772
BKW0374,0.0011298274445357436,0.00034695715153010764,0.002475900801750825,0.18015213230452262
MAS0025,0.0007189811010682005,0.000259380333597895,0.005390248462235471,0.16139104771969368
AIB0948,0.0010271158586688577,0.00041388083830434075,0.001097913557800446,0.2109609310548242
SLB0049,0.0008730484798685291,0.00030550013909257903,0.0008396860204002268,0.17025002660452238
HDS0367,0.00462202136400986,0.0018433339170023275,0.0396319732680451,0.18005363565420238
BAM0611,0.000924404272801972,0.00030165801283243374,0.0006945480815099562,0.17115380490094456
JCC0225,0.0020028759244042726,0.0005961802701893537,0.011452365705820313,0.19818380132052738
FUM0015,0.0007703368940016434,0.0002672401132808335,0.00114365238384576,0.17495653722055685
MPM0220,0.012838948233360722,0.005422354631350881,0.018851219689685866,0.1873405758970518
MIM0712,0.00015406737880032867,4.88223663348429e-05,6.386588213798168e-05,0.18387016452688137
NKH0979,0.0008216926869350862,0.0002546801887860419,0.00681853074173954,0.21129932322645398
KBL0260,0.0006162695152013147,0.00018340873549827885,0.0009694331331181262,0.1946446181080317
LPC0492,0.0007189811010682005,0.0002250115805481355,0.0012451859650510794,0.17027517733739903
ADC0391,0.0006676253081347575,0.00021984445463299137,0.0005972777221799825,0.1645886498931867
EMW0772,0.00035949055053410026,0.00016000005978803592,0.0005058805402906887,0.15060958955876877
BIS0247,0.000462202136400986,0.0001951415480777156,0.00035518691968415626,0.15483031484818088
DFR0218,0.0015406737880032868,0.0004985474299083223,0.0073753551290716216,0.1764564564396934
ENL0100,0.0011298274445357436,0.0003066636694017131,0.0011636679291612715,0.20955620285076618
CYA0506,0.00020542317173377156,9.052187599646373e-05,0.00035411637820348206,0.16048657359812793
EWH0191,0.001335250616269515,0.00035778071511881386,0.0013319927059255868,0.20635783808570843
LBC0356,0.000924404272801972,0.0002838243335463879,0.001860695052628878,0.17696782136129274
DMK0257,0.002773212818405916,0.0010418807599872413,0.00227616522244845,0.1756463987035733
AAW0353,0.0002567789646672144,0.00014473513688623176,0.0,0.0002567789646672145
BRB0355,0.004570665571076417,0.0012818031555515328,0.018462670574217643,0.23237520799215852
JTM0223,0.0014893179950698438,0.0004217201455021667,0.012392636210117216,0.2236667390135189
ZKS0899,0.008833196384552176,0.004002220336615694,0.008603680108066702,0.15312310490689623
SXM0895,0.00020542317173377156,9.391500993444297e-05,0.0009611730265523085,0.1434984759361149
JRS0362,0.0015920295809367295,0.0004808125373336968,0.008527235342201423,0.1822457445859069
CSL0949,0.00015406737880032867,5.162799080960096e-05,9.165040605773822e-05,0.1860215821410512
DIB0081,0.003954396055875103,0.0016775881144685013,0.004131426377233621,0.18501011859714164
SAC0687,0.0005135579293344288,0.00017734646174311696,0.0003175979283256573,0.15344927012873433
TVS0006,0.0012838948233360723,0.00039525974189879464,0.0019009508479416234,0.18827005902589636
RCP0785,0.00020542317173377156,7.867978551743958e-05,0.00011420519049577949,0.14029770962032176
IIW0249,0.003800328677074774,0.0010597759679025485,0.006598391303703603,0.21418028722933252
DGW0752,0.0007703368940016434,0.0002518588740489581,0.0004529255524825262,0.1651487309090408
HCC0344,0.0005135579293344288,0.00016880300546150988,0.0002666623352352652,0.18224934660080122
SAT0194,0.0006162695152013147,0.0002109766574755027,0.0003320774960205212,0.16773835674093115
DGM0754,0.0011811832374691864,0.0003700053319012988,0.005946119880475137,0.17637882565710916
KSP0357,0.001437962202136401,0.0004090602556780867,0.0026567371039067653,0.18079854153193217
IRM0931,0.007087099424815119,0.002313559406624656,0.01618970116001063,0.2258802576015883
KQC0708,0.00010271158586688578,4.6117702817542e-05,5.058805402906887e-05,0.1563212005245321
BJM0111,0.007241166803615448,0.0032652035136429953,0.01191561988847935,0.14996538834626286
PGO0433,0.000462202136400986,0.00015895081254290683,0.00023313141731137635,0.1582202458144088
HOB0994,0.0005135579293344288,0.00020779460327260713,0.0005831989841441862,0.14675287571026346
RGG0064,0.0011811832374691864,0.0003364708560306018,0.0013165700931495618,0.19812418628408707
KJJ0293,0.0004108463434675431,0.0001657020147352777,0.00035484496757886826,0.20339013412903154
RSM0277,0.0006676253081347575,0.00021806549979872563,0.0006222936378087801,0.20492697911928345
NCK0295,0.00010271158586688578,4.9363735206507194e-05,5.058805402906887e-05,0.14465556739704347
KWE0082,0.0031327033689400163,0.0013369006371305,0.002899869142727309,0.16443602607047225
LOM0086,0.0023623664749383728,0.0009300078765440072,0.007241646733040556,0.19006682158820223
AJF0370,0.013301150369761709,0.005594675343664133,0.03572484851297586,0.18660508182701108
ARA0252,0.000462202136400986,0.00017775934133205056,0.0003335759123460057,0.15669575617820666
QCH0110,0.0002567789646672144,0.00010161652184368794,0.0001658942455291696,0.15658399884427074
SOB0360,0.0011298274445357436,0.0003499624431411099,0.007949899141869993,0.17350475234856833
HDJ0446,0.00010271158586688578,7.469865096011903e-05,0.0,0.00010271158586688578
JSH0330,0.00035949055053410026,0.00015054423602489807,0.00025334337739831415,0.15675169468922215
SGB0140,0.00015406737880032867,6.468825686922764e-05,0.00010117610805813774,0.20323771648848565
RHO0732,0.0021569433032046013,0.0007744575102317813,0.007100013777647243,0.21061881010817232
ELT0769,0.0002567789646672144,0.00011542673263284084,0.00040470443223255095,0.14433856124632483
EIS0041,0.00534100246507806,0.001963052241157191,0.019694501929605836,0.21284053264258054
DBG0261,0.0006676253081347575,0.0002077408451378929,0.0005426961371347576,0.1907864811963386
DIW0118,0.002927280197206245,0.0009984117893330484,0.00476866428009669,0.22321193923919677
CAB0614,0.002413722267871816,0.0008294250625032642,0.005677291147054823,0.17437753412836426
ESH0135,0.00010271158586688578,5.37726302380225e-05,5.058805402906887e-05,0.1319519016612528
DFH0188,0.00924404272801972,0.0041527257979183975,0.013975125892470972,0.21487904027826013
EHB0420,0.001437962202136401,0.00041501743258197485,0.011548267755435425,0.2183182038270415
BAL0044,0.004211175020542317,0.0015253792705194945,0.010461241997462586,0.20847597960549483
MBJ0312,0.0020542317173377154,0.0007153151942120156,0.0015270004140567467,0.1750096665485037
CWB0065,0.0010271158586688577,0.00029547347258580695,0.0025823555876746474,0.21989571144647688
JJM0203,0.001900164338537387,0.0006277428583570477,0.008190626017390455,0.22158134342454766
AJR0319,0.004981511914543961,0.0012788484013607222,0.022242785507344456,0.22494350956738032
JOL0024,0.0007703368940016434,0.00023026595668498593,0.0019379745062941582,0.19064842020697875
JRG0207,0.0010271158586688577,0.0002855780675518813,0.0017648515095195195,0.20203540311654863
ZSL0305,0.00010271158586688578,4.219069973521507e-05,0.00011375625566548135,0.15813341820980148
NGF0157,0.0038516844700082166,0.001098011902110078,0.011400715575456249,0.2139417597461941
